date,Theresa May twitter pro,Theresa May user pro,Theresa May twitter con,Theresa May user con,Jeremy Corbyn twitter pro,Jeremy Corbyn user pro,Jeremy Corbyn twitter con,Jeremy Corbyn user con,Nicola Sturgeon twitter pro,Nicola Sturgeon user pro,Nicola Sturgeon twitter con,Nicola Sturgeon user con,Tim Farron twitter pro,Tim Farron user pro,Tim Farron twitter con,Tim Farron user con,Arlene Foster twitter pro,Arlene Foster user pro,Arlene Foster twitter con,Arlene Foster user con,Gerry Adams twitter pro,Gerry Adams user pro,Gerry Adams twitter con,Gerry Adams user con,Leanne Wood twitter pro,Leanne Wood user pro,Leanne Wood twitter con,Leanne Wood user con,Jonathan Bartley Caroline Lucas twitter pro,Jonathan Bartley Caroline Lucas user pro,Jonathan Bartley Caroline Lucas twitter con,Jonathan Bartley Caroline Lucas user con,John Bercow twitter pro,John Bercow user pro,John Bercow twitter con,John Bercow user con,Sylvia Hermon twitter pro,Sylvia Hermon user pro,Sylvia Hermon twitter con,Sylvia Hermon user con,Theresa May polling,Jeremy Corbyn polling,Nicola Sturgeon polling,Tim Farron polling,Arlene Foster polling,Gerry Adams polling,Leanne Wood polling,Jonathan Bartley Caroline Lucas polling,John Bercow polling,Sylvia Hermon polling
5/13/17,1583,1361.780952,2006,1685.14881,732.5,593.1345238,676,580.1761905,46,42.5,117.5,100.45,57,51.33333333,14,12.83333333,3,3,1,0.166666667,7,6.5,4,3.333333333,4,3.5,4,3.142857143,0,0,0,0,1,1,0,0,0,0,0,0,0.48,0.3,0.04,0.08,0.01,0.01,0,0.02,0.01,0.01
5/14/17,1621.333333,1474.1,1104.166667,970.5833333,681.8333333,603.95,744.6666667,656.4,136,119.8666667,201.1666667,177.4333333,21.83333333,21.5,21,18.83333333,12,10.83333333,16,15.5,3,2.5,6,5.5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.3,0.04,0.08,0.01,0.01,0,0.02,0.01,0.01
5/15/17,4327.5,3865.801494,3689,2882.095968,1555.166667,1195.222032,895.5,702.4074897,103.5,85.0452381,159,132.9916667,82.5,69.7,36.33333333,31.40277778,18,15,14,12.5,3,1.833333333,8,7.5,14.5,14,8,7.5,0,0,0,0,1,1,0,0,0,0,0,0,0.49,0.34,0.06,0.07,0,0,0,0.03,0,0
5/16/17,2454,2272.792659,1634,1381.076984,1662.5,1405.96369,745.5,630.8,53,48,51.5,47.08333333,74.5,67.16666667,42,33.86666667,8,7.5,3,2.5,11,11,18,16.75,15,12.16666667,39,35.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.32,0.05,0.08,0.0025,0.0025,0,0.02,0.0025,0.0025
5/17/17,1401.666667,1224.517172,1580.5,1378.737121,675.1666667,568.5591631,645.5,572.0789683,27,22.33333333,28,25,265.1666667,231.25,165,136.7575758,5,4,1,1,18,18,16,15,21,18.83333333,19,14.93333333,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.34,0.04,0.07,0.03,0.03,0,0.02,0.03,0.03
5/18/17,3664.333333,3075.488492,2743.083333,2233.688889,579.8333333,474.6678571,686.0833333,620.447619,528.0833333,396.9136905,127,98.39166667,386.9166667,328.3,278.8333333,241.95,8,6.25,3,3,7,7,6.5,6.5,128.8333333,107.9220238,89.5,66.4797619,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.35,0.05,0.09,0.0025,0.0025,0,0.02,0.0025,0.0025
5/19/17,2195.5,1900.366667,2073.5,1716.889286,745.5,612.8107143,627,540.5083333,274.3333333,230.675,83.5,69.79166667,76.83333333,71.58333333,68,61.16666667,4,4,10,8.833333333,5,5,6,6,25.83333333,22.875,63,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.34,0.04,0.08,0.0075,0.0075,0,0.01,0.0075,0.0075
5/20/17,2323,1972.133333,2219.5,1792.084524,2283,1843.45,1242,1082.24881,35,28.16666667,38,33.33333333,47.5,41.08333333,24,20.75,0,0,4,4,6.5,6.25,3,3,1,1,6.5,6.5,0,0,0,0,7,7,0,0,0,0,0,0,0.46,0.34,0.04,0.08,0.0075,0.0075,0,0.01,0.0075,0.0075
5/21/17,2621.5,2376.583333,1955.5,1628.808333,1736.5,1498.991667,1357,1167.891667,122,106.15,313,258.4166667,71.5,62.875,95,81.03333333,1,1,13.5,13,9,9,3.5,2.75,2,2,2,2,0,0,0,0,3,2.5,0,0,0,0,0,0,0.46,0.34,0.04,0.08,0.0075,0.0075,0,0.01,0.0075,0.0075
5/22/17,6227.333333,4876.809593,6220,4724.097419,1742.333333,1345.370754,1150.833333,913.1650724,118.5,98.8484127,276.3333333,230.7857143,40.33333333,28.04722222,85.83333333,70.26785714,12.5,11.29545455,9.5,8.5,14.5,12.45833333,8.5,6.354166667,0,0,1.5,1.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0.46,0.34,0.04,0.08,0.0075,0.0075,0,0.01,0.0075,0.0075
5/23/17,1587.833333,1462.078571,6496.5,6097.361905,444.6666667,398.1666667,590.8333333,519.0178571,38,34.75,54.83333333,49.35,16.66666667,15.5,55.83333333,49.85833333,2.5,2.5,2,2,11,10.5,15.5,13.25,1.5,1.5,1,1,0,0,0,0,2.333333333,2.166666667,0,0,0,0,0,0,0.48,0.29,0.05,0.1,0.0025,0.0025,0,0.02,0.0025,0.0025
5/24/17,2332.5,1851.347258,5731.5,4484.239538,412,308.3642857,1112.5,843.0534632,20,18,63.5,54.83333333,3,2.5,37,31.7,2,2,5,4.25,38,32.83333333,7.5,6.833333333,0,0,1,1,0,0,0,0,0,0,0.5,0.045454545,0,0,0,0,0.43,0.38,0.05,0.1,0,0,0,0.01,0,0
5/25/17,2666,2251.354672,5889,4728.106006,616,475.4430916,1094,885.3045635,9,8.5,30,29,21.5,19.25,32,27.125,0.5,0.166666667,0,0,24.5,23.5,1.5,1.5,5,4.5,6,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.36,0.04,0.09,0.0025,0.0025,0,0.02,0.0025,0.0025
5/26/17,2019.5,1624.976578,3504.5,2741.294986,2546.5,1813.59669,3559,2714.276218,15.5,12.41666667,73,62.9,34.5,28.41666667,151.5,121.2376714,6,5.333333333,9.5,9.5,21.5,17.84285714,8,6.375,6,6,3,1.833333333,0,0,0,0,1,1,0,0,0,0,0,0,0.43,0.37,0.02,0.08,0.01,0.01,0,0.01,0.01,0.01
5/27/17,1838.833333,1494.473611,3069.333333,2536.094444,2091.833333,1759.487897,2061.333333,1668.719048,41.83333333,35.33333333,36.5,30.75,20.5,18,60.33333333,50.625,1,1,3,3,19,15.75,7,6.266666667,2.5,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.37,0.02,0.08,0.01,0.01,0,0.01,0.01,0.01
5/28/17,2051.833333,1635.015882,3596.833333,2914.204573,2024.833333,1647.595806,1569.333333,1235.27914,268.8333333,220.9428571,179.6666667,147.5242424,3,3,9.166666667,6.75,0,0,7,5.75,75,53.1875,11.5,9.5,2,0.833333333,7,4.416666667,0,0,0,0,0,0,0,0,2,2,0,0,0.43,0.37,0.02,0.08,0.01,0.01,0,0.01,0.01,0.01
5/29/17,6590.833333,5039.465632,7703.833333,5980.175591,3714.833333,2779.911737,2005.833333,1545.304208,209.8333333,161.8698773,104.3333333,81.397558,11,7.366666667,14,11.83333333,1,1,25,23.33333333,45,38.19444444,84.5,52.98095238,8,7.5,2,1.166666667,0,0,0,0,1,1,0,0,0,0,1,0.5,0.43,0.37,0.02,0.08,0.01,0.01,0,0.01,0.01,0.01
5/30/17,3741.833333,2958.123092,5272.666667,4126.205983,2712.833333,2089.134875,2165.166667,1750.064225,177,145.2261905,125.8333333,101.5595238,32.33333333,27.20833333,9.333333333,8.166666667,8,8,0,0,12,10.75,3,3,8,7,4,3,0,0,0,0,12,8.561111111,0,0,0,0,0,0,0.42,0.39,0.04,0.07,0.0025,0.0025,0,0.02,0.0025,0.0025
5/31/17,6672.833333,5203.038624,10239.66667,7931.216402,3054.333333,2306.060725,2236.166667,1614.876748,116.5,90.78333333,89,67.93571429,1257.333333,1048.876898,463.6666667,372.1773199,7,7,8,6.2,10,8.5,38,34.5,270,222.2532828,133.5,105.3809524,0,0,0,0,2,1.2,3,2,0,0,0,0,0.48,0.28,0.06,0.07,0.005,0.005,0,0.03,0.005,0.005
6/1/17,5296.666667,4405.010786,6585.333333,5360.320455,1871.666667,1516.41811,1424,1112.162716,124,100.8309524,55,46,693.8333333,606.2051948,453.5,370.6017857,6,6,14,12,9,6.75,5,5,37,30.7,21,17.5,0,0,0,0,1,0.5,1,1,0,0,0,0,0.48,0.28,0.06,0.07,0.005,0.005,0,0.03,0.005,0.005
6/2/17,5929,4441.256597,8938.333333,6619.559168,2777.5,2031.841135,2264.666667,1701.655202,144.5,113.225,173.3333333,138.2142857,176,144.1777778,234.6666667,189.4041667,6,5.333333333,3,3,7.5,6.25,10,7.666666667,1.5,1.5,7,5.916666667,0,0,0,0,1,1,0,0,0,0,0,0,0.48,0.28,0.06,0.07,0.005,0.005,0,0.03,0.005,0.005
6/3/17,3849.75,3077.637266,5086.5,4133.73824,1871.25,1451.133622,1712.5,1383.852778,88.25,73.31666667,65.5,54.35,29.75,25.2297619,33.5,29.2,1,1,3,3,3,3,7.5,6.458333333,0,0,4.5,2.083333333,0,0,0,0,5,5,0,0,0,0,0,0,0.4,0.39,0.04,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
6/4/17,8505,7001.626948,19333.5,15797.76142,2015.5,1505.357055,3443,2619.751007,42.5,36.125,42,32.9,29.5,24.72619048,188,161.3357143,1,1,3,3,3,3,17.5,16.33333333,5,4.5,3.5,3,0,0,0,0,3,3,2,0.583333333,0,0,0,0,0.43,0.36,0.05,0.08,0.0025,0.0025,0,0.02,0.0025,0.0025
6/5/17,6428.333333,4932.065606,17512.83333,13306.20268,3070.333333,2217.040757,3209.833333,2368.515637,130,94.33809524,147.3333333,106.6890873,200.3333333,149.2990079,184,150.4741332,2,2,7,6.25,7,6.5,14,12,2,1.333333333,1,0.166666667,0,0,0,0,1,0.125,1,1,0,0,0,0,0.44,0.34,0.04,0.09,0.0025,0.0025,0,0.02,0.0025,0.0025
6/6/17,4119.833333,3271.354002,10251,8270.183544,2677.333333,2019.037918,2233,1730.936106,186,150.6166667,324,252.0269841,116.3333333,99.47619048,67.5,56.95833333,4,2.833333333,4,3,6,5.5,8,7.076923077,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.34,0.05,0.07,0.0025,0.0025,0,0.02,0.0025,0.0025
6/7/17,4717,3726.492458,12366.33333,10135.14871,4469.5,3485.538512,5042.333333,4114.938971,190,146.4916667,169.8333333,128.1535714,63.5,52.90277778,34.5,29.58333333,2,2,0,0,8.5,7.5,4,4,3,3,3.5,3.25,0,0,0,0,3,3,1,1,0,0,0,0,0.46,0.34,0.05,0.07,0.0025,0.0025,0,0.02,0.0025,0.0025
