date,Theresa May twitter pro,Theresa May user pro,Theresa May twitter con,Theresa May user con,Jeremy Corbyn twitter pro,Jeremy Corbyn user pro,Jeremy Corbyn twitter con,Jeremy Corbyn user con,Nicola Sturgeon twitter pro,Nicola Sturgeon user pro,Nicola Sturgeon twitter con,Nicola Sturgeon user con,Tim Farron twitter pro,Tim Farron user pro,Tim Farron twitter con,Tim Farron user con,Arlene Foster twitter pro,Arlene Foster user pro,Arlene Foster twitter con,Arlene Foster user con,Gerry Adams twitter pro,Gerry Adams user pro,Gerry Adams twitter con,Gerry Adams user con,Leanne Wood twitter pro,Leanne Wood user pro,Leanne Wood twitter con,Leanne Wood user con,Jonathan Bartley Caroline Lucas twitter pro,Jonathan Bartley Caroline Lucas user pro,Jonathan Bartley Caroline Lucas twitter con,Jonathan Bartley Caroline Lucas user con,John Bercow twitter pro,John Bercow user pro,John Bercow twitter con,John Bercow user con,Sylvia Hermon twitter pro,Sylvia Hermon user pro,Sylvia Hermon twitter con,Sylvia Hermon user con,Theresa May polling,Jeremy Corbyn polling,Nicola Sturgeon polling,Tim Farron polling,Arlene Foster polling,Gerry Adams polling,Leanne Wood polling,Jonathan Bartley Caroline Lucas polling,John Bercow polling,Sylvia Hermon polling
2/24/17,327,298.3333333,484.5,378.6595238,426,378.6785714,632.5,558.852381,12,10.5,26,25,15,12.97619048,2,2,9,9,3,3,1,1,2,2,4,4,2,2,0,0,0,0,1,1,2,2,0,0,0,0,0.41,0.25,0.06,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
2/25/17,216,196.85,368,336.7333333,199,184.0833333,259,238.1666667,38,36.33333333,64,58.83333333,1,1,0,0,1,1,0,0,1,1,8,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.41,0.25,0.06,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
2/26/17,292.5,266.7833333,279.5,251.1333333,414.5,390.3333333,388.5,364.5,24,23,41,40,2.5,2.25,14,12.5,3,3,2.5,2.5,2,2,7.5,7.5,2.5,2.5,0,0,0,0,0,0,34,33.5,7,6.5,0,0,0,0,0.41,0.25,0.06,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
2/27/17,494,462.7666667,700,634.825,217,191.6666667,216.5,189.8666667,15,13.5,41.5,39.375,2,1,8,7.5,7,6,1,1,5,5,17,16,0,0,0,0,0,0,0,0,5,4.5,4,3,0,0,0,0,0.42,0.25,0.06,0.11,0.0025,0.0025,0,0.04,0.0025,0.0025
2/28/17,251,229.9166667,525.5,473.5833333,122,113.5,156.5,136.3333333,40,36.33333333,82.5,78.83333333,0,0,9.5,8.75,48.5,45.33333333,88.5,83.16666667,16,15,31,28.75,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.42,0.25,0.06,0.11,0.0025,0.0025,0,0.04,0.0025,0.0025
3/1/17,416.8333333,368.9178571,1052.333333,933.0934982,229.3333333,190.9416667,220.5,185.1142857,34,32,131,120.4326923,4,3.5,2,2,28,24.66666667,22,22,5,5,8,7.333333333,2,2,1,1,0,0,0,0,1.5,1.5,3.5,3.5,0,0,0,0,0.42,0.25,0.06,0.11,0.0025,0.0025,0,0.04,0.0025,0.0025
3/2/17,397,358.4333333,577,535.8166667,140,129.9166667,108.5,99.91666667,76,69.83333333,65.5,58.91666667,12,10.83333333,0,0,16,15.33333333,20,19,5,5,9,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.42,0.25,0.06,0.11,0.0025,0.0025,0,0.04,0.0025,0.0025
3/3/17,904,770.725,1049.5,903.3428571,159.5,144.3809524,68,59,56,45.85833333,84,68.38333333,7,6.5,2,2,63,56.91666667,80,72.41666667,21,21,12,11.5,6,6,17,10.97619048,0,0,0,0,7,7,0,0,0,0,0,0,0.44,0.28,0.04,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
3/4/17,719,644.15,553.5,499.5166667,254.5,215.8333333,215,186,50,46,69.5,61.33333333,0,0,2,2,59,57.5,51,48.66666667,19,17.83333333,11,9.666666667,2.5,2.5,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0.44,0.28,0.04,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
3/5/17,395,373.9047619,305,284.4285714,154.5,145.6666667,186.5,173.8333333,7.5,7.5,37.16666667,33.83333333,0,0,7.666666667,7.5,20,19,19,19,12,12,8,7.333333333,5,3.5,0,0,0,0,0,0,6,3.75,8.666666667,7.75,0,0,0,0,0.44,0.28,0.04,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
3/6/17,320.5,294.1545455,297,275.8287879,201.5,185.202381,278.5,243.3142857,7,6.5,37.66666667,37.66666667,31,29,4.166666667,4.166666667,33.5,29.66666667,53,48.83333333,6.5,6,16,14.5,1,0.5,0,0,0,0,0,0,0,0,1.666666667,1.666666667,0,0,0,0,0.44,0.28,0.04,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
3/7/17,615,559.6185897,766.6666667,665.3397436,194,169.7916667,322.1666667,283.5,21,19.33333333,68.5,64.91666667,11,10.5,27.66666667,25,25,24.5,30,29,4,4,6,6,0,0,1,1,0,0,0,0,2,2,1,0.5,0,0,0,0,0.44,0.28,0.04,0.08,0.0025,0.0025,0,0.05,0.0025,0.0025
3/8/17,1161.5,1065.733333,1065,882.725,258.5,223.5333333,214,187.425,32,31,28,24.75,14,13.25,17,15.58333333,6,6,8.5,8.5,6,6,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0.44,0.25,0.06,0.1,0.0025,0.0025,0,0.03,0.0025,0.0025
3/9/17,499.5,467.6666667,470,437.9166667,151.5,138.5833333,100,92.66666667,26,22.66666667,63.83333333,56.66666667,11,10.33333333,10.83333333,10.83333333,11,9.5,18,15.83333333,7,7,9,9,0,0,0,0,0,0,0,0,5,5,1.333333333,1.333333333,0,0,0,0,0.44,0.25,0.06,0.1,0.0025,0.0025,0,0.03,0.0025,0.0025
3/10/17,417,393.5,442.5,400.75,66.5,59.5,178,163.9166667,49.5,46.83333333,26.5,25,5,5,8,8,6.5,6.25,8,8,23.5,23.25,18,16,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.43,0.3,0.04,0.13,0,0,0,0.04,0,0
3/11/17,300.5,286.1666667,222,207.9166667,302,272.9166667,246,218.9166667,89.5,84.5,68.66666667,65.83333333,3,3,13.66666667,13.16666667,4,3.5,3,3,29,18.08333333,8,7.333333333,0,0,0,0,0,0,0,0,3,3,1.666666667,1.666666667,0,0,0,0,0.41,0.28,0.05,0.07,0.0025,0.0025,0,0.06,0.0025,0.0025
3/12/17,235,219.1666667,357.5,311.0666667,244,221.2833333,159.5,140.4833333,60,56.16666667,111,103.3333333,4,4,2.5,2.5,34,32.83333333,7,7,36,34,25,22.66666667,0,0,1,1,0,0,0,0,1,1,1.5,1.5,0,0,0,0,0.41,0.28,0.05,0.07,0.0025,0.0025,0,0.06,0.0025,0.0025
3/13/17,1038.333333,917.0314935,941.3333333,815.0560606,207.5,179.6261905,297.8333333,261.3333333,1355.333333,1223.339286,1327.166667,1189.863636,8.5,7,29,25.41666667,5,4.333333333,1,1,7,7,13,12,2.333333333,2.333333333,0,0,0,0,0,0,0,0,1.666666667,1.666666667,0,0,0,0,0.44,0.27,0.05,0.1,0,0,0,0.04,0,0
3/14/17,945.5,854.9258242,972.5,842.1416361,124,112.247558,145.5,128.625,529,476.3766789,607.5,522.7666361,5,3.833333333,32,27.75,1,1,0,0,9,8.333333333,7,7,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0.41,0.28,0.06,0.08,0.0025,0.0025,0,0.03,0.0025,0.0025
3/15/17,649,577.849513,1054.5,931.712987,247.5,226.3511905,311.5,285.5392857,348.8333333,310.3089286,403.6666667,360.6130952,8.5,6.958333333,16.5,15.16666667,1,1,0,0,6,5.5,12,12,2,2,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0.42,0.25,0.05,0.12,0.005,0.005,0,0.04,0.005,0.005
3/16/17,1279.5,1121.998413,1560,1320.003175,98,86.91666667,177.5,161.8928571,327.5,272.8285714,473,405.6936508,6.5,6.5,19,16.66666667,4,4,9,7.833333333,1,1,9,6.666666667,1,1,0,0,0,0,0,0,6,5,1,1,0,0,0,0,0.42,0.25,0.05,0.12,0.005,0.005,0,0.04,0.005,0.005
3/17/17,1064,960.9916667,968,846.9166667,144,129.9166667,183.5,159.9166667,256.5,228.1916667,286.5,247.95,72.5,72,51,45.61666667,5.5,5.5,3,3,8.5,8.5,8,7.5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.45,0.26,0.04,0.09,0.0025,0.0025,0,0.04,0.0025,0.0025
3/18/17,1334,1280.877778,527,471.7916667,172,155.3333333,111.5,106.5,395,339.2555556,283,240.1305556,21,16.08333333,20.5,19.5,1,1,1,1,8,7.333333333,19,17.44444444,5,3.75,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.45,0.26,0.04,0.09,0.0025,0.0025,0,0.04,0.0025,0.0025
3/19/17,1797,1757.483333,559.6666667,524.0428571,125,115.8333333,74.16666667,63.56666667,353,330.75,316,271.3357143,138,126.3333333,138.1666667,123.1547619,2,2,3,2,2,2,3,2.5,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.26,0.04,0.09,0.0025,0.0025,0,0.04,0.0025,0.0025
3/20/17,1513.5,1460.038889,822,762.5166667,102,89.66666667,201,182.45,270.5,263.4166667,143.5,128.5166667,54,44.08333333,54.5,46.31111111,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.25,0.06,0.11,0.005,0.005,0,0.03,0.005,0.005
3/21/17,513.5,486.5922619,549,508.125,155.5,136.2916667,199.5,182.2202381,428,410.9434524,172.5,155.2083333,22,20,21,17.86904762,22,20.83333333,12,10.25,108,105.3333333,187,185.3333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.41,0.25,0.06,0.11,0.005,0.005,0,0.03,0.005,0.005
3/22/17,736.5,683.6166667,2742.833333,2590.441667,213.5,189.65,178.8333333,158.5333333,170,156.6166667,205,181.725,18,14.33333333,13.83333333,13.16666667,20,19.5,21,20.5,36,34,26,25,0,0,0,0,0,0,0,0,4.5,3.916666667,1,1,0,0,0,0,0.41,0.25,0.06,0.11,0.005,0.005,0,0.03,0.005,0.005
3/23/17,687.5,643.5190476,4416.833333,4240.514286,113,101.4,73.33333333,70.16666667,69,62.2,75.83333333,67.36666667,25,23.5,8,7,101,95.83333333,91,80.66666667,51,47,99,95.5,9.5,9.5,18,17,0,0,0,0,0,0,14,11.83333333,0,0,0,0,0.41,0.25,0.06,0.11,0.005,0.005,0,0.03,0.005,0.005
3/24/17,338,326.4666667,871,836.2083333,140,131.5333333,37.5,34.875,34,33.5,111.5,104.5833333,15,13.5,6,5.5,27,26.33333333,15,15,34,32.66666667,32,31.33333333,13,12,12,11.5,0,0,0,0,0,0,2,2,0,0,0,0,0.41,0.25,0.06,0.11,0.005,0.005,0,0.03,0.005,0.005
3/25/17,358,342.3333333,385.5,372.1666667,142,137.75,63,56.5,17,15.5,38,37,43.5,41,60,55.25,2,1.5,2,1.5,1,1,10,10,0,0,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.25,0.06,0.11,0.005,0.005,0,0.03,0.005,0.005
3/26/17,283,259.375,545.5,507.5,160.5,149.0833333,115.5,100.5,38.5,36.54166667,26,25,12,10.5,24,23,6,6,1,1,13,13,13,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.25,0.06,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
3/27/17,824,725.9666667,727,646.0583333,97,92.83333333,114.5,108.9333333,119.5,108.2333333,126,107.6416667,8,6.666666667,6,5.166666667,7,6,25,23,2,2,11,10.5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.43,0.25,0.06,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
3/28/17,875.5,799.8525974,849.5,760.1256494,131.5,121.7166667,92.5,84.83333333,594,555.3722944,288,266.2661255,16,14.83333333,9,9,3,3,1,1,3,3,14,14,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.43,0.25,0.06,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
3/29/17,3234,2961.275505,2497.833333,2234.196609,265,227.7373377,301.3333333,259.5718615,190,166.3527778,128,117.65,63.5,57.625,39.83333333,34.66666667,2,2,1,1,7.5,7.5,10,9.5,0,0,1.5,1.5,0,0,0,0,18,15.25757576,6.5,5.166666667,1,1,0,0,0.43,0.25,0.06,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
3/30/17,1293.5,1177.914286,1363.666667,1231.87619,263,224.75,174.1666667,152.7761905,168,144.0333333,147,130.5833333,21.5,18.25,15.16666667,12.31666667,0,0,1,1,8,8,3,3,0,0,0,0,0,0,0,0,0,0,3,2.5,0,0,0,0,0.43,0.25,0.06,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
3/31/17,458.5,431.9166667,703,663.6666667,115.5,103.6666667,55.5,49.91666667,62.5,59.58333333,145,133.25,12,12,14,13.5,0,0,0,0,3,3,6,5.5,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0.43,0.25,0.05,0.11,0.005,0.005,0,0.04,0.005,0.005
4/1/17,325.6666667,308,357,333.5138889,116.6666667,104.4444444,100,95.16666667,103,91.21428571,90,81.57738095,11.66666667,10.33333333,10,8.75,1,1,2,2,15,14.5,6,5.5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.25,0.05,0.11,0.005,0.005,0,0.04,0.005,0.005
4/2/17,316.5,302.5,785.5,754,87,78.5,43,41.5,77.5,74.5,49.5,44,1,1,8,8,0,0,0,0,36,32.66666667,19,17.33333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.43,0.25,0.05,0.11,0.005,0.005,0,0.04,0.005,0.005
4/3/17,312.5,302.1666667,684,635.6666667,37.5,33.16666667,55,48.75,144,133.75,99,95.5,9,8,8,8,2,2,0,0,7,4,7,4,0,0,2,2,0,0,0,0,3,3,0,0,0,0,0,0,0.43,0.25,0.05,0.11,0.005,0.005,0,0.04,0.005,0.005
4/4/17,1337.5,1221.517857,2285.5,2065.304762,159.5,131.4,365.5,317.527381,300,237.3333333,92,77.33333333,7,6.333333333,7,5.25,5,5,0,0,1,0.5,2,1.5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.25,0.05,0.11,0.005,0.005,0,0.04,0.005,0.005
4/5/17,867,800.5579365,1059.5,973.2357143,155,133.5166667,256.5,225.3,270,223.1484127,223,185.5746032,24,21.83333333,4,2.833333333,1,1,3,3,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.25,0.08,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
4/6/17,380,350.3666667,655,602.5,219.5,198.0333333,125,116.25,152.5,134.2666667,165,146.9166667,98,89,51,47.66666667,3,3,0,0,8,8,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.42,0.25,0.08,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
4/7/17,386,369.75,374,348.1166667,166.5,138.1833333,276.5,260.6666667,92,85.16666667,130,123.5833333,81,73.75,106,97.78333333,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,19,18.5,4,3.5,0,0,0,0,0.42,0.25,0.08,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
4/8/17,206.5,197.35,269,248.2166667,63,54.93333333,60,57.83333333,133,131.25,64,59.83333333,18.5,17.25,29,27.33333333,0,0,1,1,7,7,5,5,1,1,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0.42,0.25,0.08,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
4/9/17,169,164.9166667,172.5,160.25,52,37.08333333,72,68.16666667,51.5,48.5,35.5,34.5,23.5,23.25,32,30.33333333,1,1,0,0,1,1,4,4,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0.42,0.25,0.08,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
4/10/17,234.5,224.4166667,161,150.75,122,108.9166667,173,162.8333333,61,58.16666667,43,40.33333333,5.5,5.25,7,6.333333333,0,0,2,2,3,3,1,1,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0.42,0.25,0.08,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
4/11/17,357.5,254.85,363,337.5901515,157,138.1848485,144,130.8416667,134,126.1666667,28,25.66666667,23.5,22,11,9.7,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.29,0.05,0.07,0.0025,0.0025,0,0.05,0.0025,0.0025
4/12/17,110.5,104.5,290,279,109,95.66666667,88,80.08333333,116.5,110.5,106,101.5,55,52.75,16,15,4,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.44,0.23,0.06,0.12,0.0025,0.0025,0,0.04,0.0025,0.0025
4/13/17,162.6666667,154.3333333,241,221.375,129.1666667,113.875,68,62.08333333,43.5,42.5,106,97.33333333,41.66666667,40.16666667,39,36.33333333,6,6,2,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.23,0.06,0.12,0.0025,0.0025,0,0.04,0.0025,0.0025
4/14/17,211,200.5277778,270.5,260.6111111,152,138.1944444,75.5,73,32,30.66666667,32,30.83333333,4,3.666666667,13,11.5,1,1,0,0,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.26,0.04,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
4/15/17,222.3333333,210.1176471,181,171.9264706,230.8333333,204.2303922,43,38.89215686,7.833333333,7.833333333,21,20.5,6,6,18,17.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.26,0.04,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
4/16/17,793.5,752.3928571,637.5,586.3095238,211.5,184.6309524,91.5,78.83333333,15,14.5,22,20.83333333,9,8.5,14,12.5,0,0,0,0,2,2,14,13.5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0.44,0.26,0.04,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
4/17/17,485.5,461,355.5,331.6666667,160.5,135.8333333,129,115.25,23,22,71.5,66.75,12,10.5,3,3,0,0,0,0,7,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.26,0.04,0.1,0.0025,0.0025,0,0.04,0.0025,0.0025
4/18/17,6243.5,5485.576154,7415.833333,6451.424717,1861,1522.478644,1122.333333,942.2177008,211.8333333,174.5506313,114,96.30555556,772.5,654.055772,1081.333333,926.6824916,2,1.125,2,2,6.333333333,5.166666667,7,5.5,3.333333333,2.166666667,10,8.75,0,0,0,0,0,0,1,1,0,0,0,0,0.46,0.25,0.04,0.11,0.0025,0.0025,0,0.04,0.0025,0.0025
4/19/17,4785.166667,4155.814225,5873.5,4854.199618,893.6666667,720.5599969,925.5,735.8,162.3333333,134.6076923,146,121.2831502,322.8333333,278.9928571,892,780.9329365,0,0,1,1,4,4,16,15,1.5,0.833333333,17.5,12.14285714,0,0,0,0,7,5.833333333,3,3,2,2,0,0,0.45,0.26,0.04,0.11,0.0025,0.0025,0,0.03,0.0025,0.0025
4/20/17,2265.166667,2023.510714,2758.666667,2370.363095,788.1666667,665.006746,944.1666667,822.1375,83.66666667,65.56666667,133.3333333,107.3486111,138,124.5333333,218.8333333,203.8666667,1,1,1,1,3.5,3.5,6,4.75,2,2,3.5,1.416666667,0,0,0,0,0,0,1,1,0,0,0,0,0.48,0.25,0.06,0.12,0.0025,0.0025,0,0.03,0.0025,0.0025
4/21/17,1699,1515.267857,2455.5,2095.543651,819.5,693.8373016,430,363.4428571,28,24.83333333,83,75.75,71.5,64.49166667,112.5,101.8333333,0,0,1,1,4,4,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.4,0.29,0.04,0.11,0.0075,0.0075,0,0.02,0.0075,0.0075
4/22/17,1541.333333,1334.417063,1558,1328.264286,915.8333333,788.5329365,332.5,286.0428571,56.33333333,50.09285714,100,88.48333333,68,62.83333333,137.5,118.3333333,0,0,0,0,2.5,2.5,5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.25,0.06,0.12,0.0025,0.0025,0,0.03,0.0025,0.0025
4/23/17,1102.5,954.5199134,1175.5,983.6826479,1500,1273.418038,710.5,586.9532107,47.5,42.91666667,28,22.125,199,166.5630952,296,270.4047619,0,0,0,0,3,3,2,2,13,9.416666667,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.26,0,0.1,0.02,0.02,0,0.06,0.02,0.02
4/24/17,1190.5,1050.269481,1589,1312.297024,993,834.135101,517,426.5006674,55.5,48.28333333,123,106.2625,97.5,84.05681818,159,145.4450758,1,1,1,1,5,5,13,13,3.5,3.5,1,1,0,0,0,0,4,4,3,2.25,0,0,0,0,0.42,0.26,0,0.1,0.02,0.02,0,0.06,0.02,0.02
4/25/17,1751.333333,1554.759921,1721.916667,1429.082143,621.5,532.4337302,295.5833333,246.7869048,119,104.5333333,163.75,133.95,150.3333333,141.3373016,274.5833333,248.7833333,3,3,2,2,1,1,1,1,2,2,4,2.333333333,0,0,0,0,0,0,1,1,0,0,0,0,0.45,0.29,0.05,0.1,0.0025,0.0025,0,0.03,0.0025,0.0025
4/26/17,1779,1501.899603,1880,1528.480952,705.5,564.6202381,358.5,300.5575397,171,159.15,34,26.05,182.5,162.6666667,254.5,227.2416667,26,23.5,6,5.5,5,5,1,0.5,3,2.25,2,2,0,0,0,0,7,6.333333333,3,2.25,0,0,0,0,0.42,0.31,0.04,0.1,0.0275,0.0275,0,0.04,0.0275,0.0275
4/27/17,1821.833333,1647.347222,1941,1676.331746,634.3333333,540.2869048,548,452.9551587,128.5,113.8111111,33,29.25,55.33333333,50.33333333,64,56.18452381,14,12.5,1,1,2,2,3,2,3,2.5,0,0,0,0,0,0,3,2.5,3,3,0,0,0,0,0.44,0.31,0.04,0.11,0.005,0.005,0,0.02,0.005,0.005
4/28/17,1502.5,1348.854762,2503,2127.780952,417,340.8809524,479.5,394.5666667,38.5,36.33333333,41,37.58333333,31.5,28.33333333,71,64.66666667,4,3.5,0,0,1,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.44,0.28,0.03,0.09,0.01,0.01,0,0.04,0.01,0.01
4/29/17,1489.5,1255.271429,1950,1612.397619,878.5,725.9369048,273,230.5797619,44,35.46428571,75,62.83333333,50,46,40.5,35.76666667,4,3.5,0,0,3.5,3.25,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.44,0.28,0.03,0.09,0.01,0.01,0,0.04,0.01,0.01
4/30/17,2322.5,1859.613183,3429.166667,2759.087451,494.5,394.3664183,302.1666667,246.0214036,20.5,18.33333333,46.5,40.61111111,145,117.1004329,117.1666667,102.8666667,3,3,1,0.5,0,0,3,3,5,5,3,3,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.44,0.28,0.03,0.09,0.01,0.01,0,0.04,0.01,0.01
5/1/17,2186.5,1878.396825,2597.166667,2206.79127,484.5,373.0440476,234.3333333,196.9150794,28.5,22.83333333,47.33333333,42.49166667,63.5,55.83333333,57.16666667,51.19444444,1,1,1,1,1,1,1,1,0,0,2,1.5,0,0,0,0,1,1,0,0,0,0,0,0,0.44,0.28,0.03,0.09,0.01,0.01,0,0.04,0.01,0.01
5/2/17,2112,1770.865018,3486.333333,2884.666682,651,543.5601954,412.3333333,342.7116758,30,26.25,59.5,51.08333333,29,26.08333333,19.83333333,17.7797619,1,1,0,0,3,3,2,2,10,10,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0.44,0.28,0.03,0.09,0.01,0.01,0,0.04,0.01,0.01
5/3/17,3367,2831.816468,5350,4320.518254,399,304.2571429,653,511.1638889,59,52.17916667,82,71.23611111,156.5,132.5333333,427.5,362.7956349,4,4,0,0,2,2,3,2.5,1,1,0,0,0,0,0,0,1,1,8,7,0,0,0,0,0.46,0.31,0.03,0.09,0.0375,0.0375,0,0.03,0.0375,0.0375
5/4/17,2029.833333,1760.296429,3456.5,2989.336905,403.3333333,325.4547619,382.5,312.4345238,44,37.95833333,102,90.5,39.33333333,36.83333333,71,65.41666667,0,0,1,0.166666667,4,4,12,11.14285714,62,50.08333333,83.5,66.37619048,0,0,0,0,0,0,1,1,0,0,0,0,0.47,0.28,0.05,0.11,0.0025,0.0025,0,0.02,0.0025,0.0025
5/5/17,1053,946.675,1185.5,1078.225,704,615.55,633.5,579.55,127,118.2333333,117.5,109.9166667,56.5,51.5,33.5,30.83333333,5,4,2,2,1,1,1,1,24,22.5,58.5,52.01666667,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.3,0.05,0.07,0.0075,0.0075,0,0.03,0.0075,0.0075
5/6/17,1617.5,1483.604762,759.5,680.5595238,742,642.2595238,419,363.9095238,97,91.33333333,70,63.66666667,58.5,51.83333333,25,21.16666667,2,2,0,0,3,2.5,1,1,3,2.5,2.5,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.3,0.05,0.07,0.0075,0.0075,0,0.03,0.0075,0.0075
5/7/17,1638.5,1549.95,691,609.0666667,603,536.2,345.5,305.3666667,30.5,27.83333333,49.5,45.16666667,49,44.58333333,25,22.5,1,1,0,0,3,3,0,0,0,0,2,1.333333333,0,0,0,0,0,0,1,1,0,0,0,0,0.47,0.3,0.05,0.07,0.0075,0.0075,0,0.03,0.0075,0.0075
5/8/17,1526,1324.410714,1184.5,1022.87868,823.5,687.2375541,590.1666667,528.6087662,38,34.97619048,35,31.77142857,133.5,109.9166667,121.8333333,110.45,14.5,13.5,2,1.25,3.5,3.5,1,1,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.3,0.05,0.07,0.0075,0.0075,0,0.03,0.0075,0.0075
5/9/17,2481,2138.281548,2410.333333,2081.905952,1353.833333,1134.948214,804.8333333,669.8392857,10.33333333,10.33333333,13.5,13,140.3333333,127.325,52.33333333,47.11666667,5,4,0,0,4,4,0,0,0,0,2,2,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0.46,0.3,0.06,0.11,0.0025,0.0025,0,0.02,0.0025,0.0025
5/10/17,1833.5,1630.067857,1917,1641.815873,1077.5,933.8511905,606,517.5706349,46.5,41.41666667,55.5,49.83333333,74.5,68.41666667,91.5,85.52777778,12,12,3,3,2,2,4,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.32,0.05,0.08,0.035,0.035,0,0.04,0.035,0.035
5/11/17,1521.5,1303.822727,1584,1360.467749,846.5,729.1142857,712.5,624.7619048,62.5,52.41666667,98.5,84.16666667,72.5,65.75,24,22.5,0,0,3,3,9,9,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.31,0.05,0.09,0.0025,0.0025,0,0.02,0.0025,0.0025
5/12/17,1199.5,1013.017338,2434.833333,2078.725122,961,777.9634921,953.3333333,797.3583333,37,35.08333333,88,74.90238095,89,83.11666667,8.833333333,8.333333333,0,0,0,0,20.5,18,12,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.48,0.3,0.04,0.08,0.01,0.01,0,0.02,0.01,0.01
